Id,Label,indegree,outdegree,Degree,pageranks,modularity_class
en.wikipedia.org/wiki/Metre_gauge,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Broad_gauge,,4,0,4,6e-06,31
en.wikipedia.org/wiki/Safipur,,3,0,3,6e-06,31
"en.wikipedia.org/w/index.php?title=Kalyanpur,_Uttar_Pradesh&action=edit&section=7",,2,0,2,6e-06,31
"en.wikipedia.org/wiki/Saratoga_Springs,_New_York",,2,0,2,6e-06,31
"en.wikipedia.org/wiki/Princeton,_New_Jersey",,6,0,6,6e-06,31
"en.wikipedia.org/w/index.php?title=Kalyanpur,_Uttar_Pradesh&action=edit&section=8",,2,0,2,6e-06,31
en.wikipedia.org/wiki/Help:Multilingual_support_(Indic),,5,0,5,7e-06,31
en.wikipedia.org/wiki/Mojibake,,5,0,5,7e-06,31
en.wikipedia.org/wiki/George_Otto_Trevelyan,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/81-7223-018-4,,2,0,2,6e-06,31
mainlesson.com/display.php?author=gilliat&book=mutiny&story=cawnpur,,2,0,2,6e-06,31
books.google.com/books?id=DS--7UwOQ_8C,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/9780850452594,,2,0,2,6e-06,31
web.archive.org/web/20220401041310/https://www.wikivillage.in/block/uttar-pradesh/kanpur/kalyanpur,,2,0,2,6e-06,31
wikivillage.in/block/uttar-pradesh/kanpur/kalyanpur,,2,0,2,6e-06,31
techkriti.org/exhibitions/exhibitions/citycluster-avatarts/,,2,0,2,6e-06,31
web.archive.org/web/20160324230247/http://www.iitk.ac.in/infocell/Archive/dirjan1/techkriti99.html,,2,0,2,6e-06,31
iitk.ac.in/infocell/Archive/dirjan1/techkriti99.html,,2,0,2,6e-06,31
"en.wikipedia.org/w/index.php?title=Kalyanpur,_Uttar_Pradesh&action=edit&section=9",,2,0,2,6e-06,31
en.wiktionary.org/wiki/Special:Search/Kanpur,,2,0,2,6e-06,31
commons.wikimedia.org/wiki/Category:Kanpur,,5,0,5,7e-06,31
en.wikinews.org/wiki/Special:Search/Kanpur,,2,0,2,6e-06,31
en.wikiquote.org/wiki/Special:Search/Kanpur,,2,0,2,6e-06,31
en.wikisource.org/wiki/Special:Search/Kanpur,,2,0,2,6e-06,31
en.wikibooks.org/wiki/Special:Search/Kanpur,,2,0,2,6e-06,31
en.wikiversity.org/wiki/Special:Search/Kanpur,,2,0,2,6e-06,31
web.archive.org/web/20110903013316/http://www.upelections.co.in/,,3,0,3,7e-06,31
upelections.co.in/uttar-pradesh-assembly-constituencies/kalyanpur,,2,0,2,6e-06,31
kanpurcity.co.in/,,2,0,2,6e-06,31
kanpur.nic.in/,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Category:Articles_needing_cleanup_from_August_2022,,5,0,5,7e-06,31
en.wikipedia.org/wiki/Category:Articles_needing_additional_references_from_August_2008,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Category:Use_British_English_from_September_2013,,4,0,4,6e-06,31
en.wikipedia.org/wiki/Category:Use_dmy_dates_from_January_2024,,4,0,4,6e-06,31
en.wikipedia.org/wiki/Category:Articles_with_unsourced_statements_from_September_2012,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Category:Articles_with_dead_external_links_from_February_2020,,6,0,6,7e-06,31
"en.m.wikipedia.org/w/index.php?title=Kalyanpur,_Uttar_Pradesh&mobileaction=toggle_view_mobile",,2,0,2,6e-06,31
en.wikipedia.org/wiki/Honda,,4,0,4,6e-06,31
en.wikipedia.org/wiki/Internet_Archive,,7,0,7,6e-06,31
en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Kanpur,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Kanpur,,2,0,2,6e-06,31
af.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
ast.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
az.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
bn.wikipedia.org/wiki/কানপুর,,2,0,2,6e-06,31
zh-min-nan.wikipedia.org/wiki/Kanpur_(siâⁿ),,2,0,2,6e-06,31
be.wikipedia.org/wiki/Канпур,,2,0,2,6e-06,31
bh.wikipedia.org/wiki/कानपुर,,2,0,2,6e-06,31
bg.wikipedia.org/wiki/Канпур,,2,0,2,6e-06,31
br.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
bxr.wikipedia.org/wiki/Канпур,,2,0,2,6e-06,31
ca.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
ceb.wikipedia.org/wiki/Kānpur_(lungsod),,2,0,2,6e-06,31
cs.wikipedia.org/wiki/Kánpur,,2,0,2,6e-06,31
da.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
dty.wikipedia.org/wiki/कानपुर,,2,0,2,6e-06,31
el.wikipedia.org/wiki/Κανπούρ,,2,0,2,6e-06,31
es.wikipedia.org/wiki/Kanpur,,3,0,3,6e-06,31
eo.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
eu.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
fa.wikipedia.org/wiki/کان‌پور,,2,0,2,6e-06,31
hif.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
fr.wikipedia.org/wiki/Kanpur,,3,0,3,7e-06,31
ga.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
gl.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
gu.wikipedia.org/wiki/કાનપુર,,2,0,2,6e-06,31
ko.wikipedia.org/wiki/칸푸르,,3,0,3,7e-06,31
ha.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
hy.wikipedia.org/wiki/Կանպուր,,2,0,2,6e-06,31
hr.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
bpy.wikipedia.org/wiki/কানপুর,,2,0,2,6e-06,31
id.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
os.wikipedia.org/wiki/Канпур,,2,0,2,6e-06,31
is.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
it.wikipedia.org/wiki/Kanpur,,3,0,3,7e-06,31
he.wikipedia.org/wiki/קאנפור,,2,0,2,6e-06,31
kn.wikipedia.org/wiki/ಕಾನ್ಪುರ,,2,0,2,6e-06,31
pam.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
ka.wikipedia.org/wiki/კანპური,,2,0,2,6e-06,31
kw.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
sw.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
ky.wikipedia.org/wiki/Канпер,,2,0,2,6e-06,31
lld.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
lv.wikipedia.org/wiki/Kānpura,,2,0,2,6e-06,31
lt.wikipedia.org/wiki/Kanpuras,,2,0,2,6e-06,31
hu.wikipedia.org/wiki/Kánpur,,2,0,2,6e-06,31
mai.wikipedia.org/wiki/कानपुर,,2,0,2,6e-06,31
mg.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
ml.wikipedia.org/wiki/കാൺപൂർ,,3,0,3,7e-06,31
mi.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
mr.wikipedia.org/wiki/कानपूर,,3,0,3,7e-06,31
xmf.wikipedia.org/wiki/კანპური,,2,0,2,6e-06,31
arz.wikipedia.org/wiki/كانبور,,2,0,2,6e-06,31
mzn.wikipedia.org/wiki/کانپور,,2,0,2,6e-06,31
"ms.wikipedia.org/wiki/Kanpur,_Kanpur_Nagar",,2,0,2,6e-06,31
mn.wikipedia.org/wiki/Канпур,,2,0,2,6e-06,31
nl.wikipedia.org/wiki/Kanpur_(stad),,2,0,2,6e-06,31
ne.wikipedia.org/wiki/कानपुर,,2,0,2,6e-06,31
new.wikipedia.org/wiki/कानपुर,,2,0,2,6e-06,31
ja.wikipedia.org/wiki/カーンプル,,2,0,2,6e-06,31
ce.wikipedia.org/wiki/Канпур,,2,0,2,6e-06,31
frr.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
no.wikipedia.org/wiki/Kanpur,,3,0,3,7e-06,31
mhr.wikipedia.org/wiki/Канпур,,2,0,2,6e-06,31
or.wikipedia.org/wiki/କାନପୁର,,2,0,2,6e-06,31
uz.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
pa.wikipedia.org/wiki/ਕਾਨਪੁਰ,,3,0,3,7e-06,31
pnb.wikipedia.org/wiki/کانپور,,3,0,3,7e-06,31
ps.wikipedia.org/wiki/کانپور,,2,0,2,6e-06,31
pl.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
pt.wikipedia.org/wiki/Kanpur,,3,0,3,7e-06,31
ro.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
ru.wikipedia.org/wiki/Канпур,,2,0,2,6e-06,31
sa.wikipedia.org/wiki/कानपुरम्,,2,0,2,6e-06,31
sat.wikipedia.org/wiki/ᱠᱟᱱᱯᱩᱨ,,2,0,2,6e-06,31
sco.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
simple.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
sr.wikipedia.org/wiki/Канпур,,2,0,2,6e-06,31
fi.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
sv.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
tl.wikipedia.org/wiki/Kanpur,,3,0,3,7e-06,31
ta.wikipedia.org/wiki/கான்பூர்,,3,0,3,7e-06,31
tt.wikipedia.org/wiki/Канпур,,2,0,2,6e-06,31
te.wikipedia.org/wiki/కాన్పూరు,,3,0,3,7e-06,31
th.wikipedia.org/wiki/กานปุระ,,2,0,2,6e-06,31
tr.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
tw.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
uk.wikipedia.org/wiki/Канпур,,2,0,2,6e-06,31
ur.wikipedia.org/wiki/کان_پور,,2,0,2,6e-06,31
vi.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
vo.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
war.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
wuu.wikipedia.org/wiki/坎普尔,,2,0,2,6e-06,31
zh-yue.wikipedia.org/wiki/坎浦,,2,0,2,6e-06,31
zh.wikipedia.org/wiki/坎普尔,,2,0,2,6e-06,31
tly.wikipedia.org/wiki/Kanpur,,2,0,2,6e-06,31
wikidata.org/wiki/Special:EntityPage/Q66568,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Talk:Kanpur,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit,,3,0,3,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=history,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Kanpur,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Kanpur,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&oldid=1309516278,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=info,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Special:QrCode&url=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FKanpur,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Special:DownloadAsPdf&page=Kanpur&action=show-download-screen,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&printable=yes,,2,0,2,6e-06,31
en.wikivoyage.org/wiki/Kanpur,,2,0,2,6e-06,31
geohack.toolforge.org/geohack.php?pagename=Kanpur&params=26.449923_N_80.331874_E_type:city_region:IN,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Metropolis,,2,0,2,6e-06,31
en.wikipedia.org/wiki/File:J.K._Temple_(cropped).jpg,,2,0,2,6e-06,31
en.wikipedia.org/wiki/File:Kanpur_Boat_Club_1.jpg,,3,0,3,6e-06,31
en.wikipedia.org/wiki/File:Kanpur_Central_Railway_Station_Building_(Cant_Side_View).jpg,,3,0,3,6e-06,31
en.wikipedia.org/wiki/File:Kanpur_Memorial_Church.jpg,,4,0,4,7e-06,31
en.wikipedia.org/wiki/File:Green_Park_International_Stadium_Kanpur.jpg,,4,0,4,6e-06,31
en.wikipedia.org/wiki/File:Kanpur_Skyscrapers.jpg,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Divisions_of_Uttar_Pradesh,,10,0,10,7e-06,31
en.wikipedia.org/wiki/Kanpur_Division,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Kanpur_Nagar_District,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Municipal_Corporation,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Kanpur_Municipal_Corporation,,9,0,9,7e-06,31
en.wikipedia.org/wiki/List_of_mayors_of_Kanpur,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Municipal_commissioner,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Indian_Administrative_Services,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Human_sex_ratio,,7,0,7,7e-06,31
en.wikipedia.org/wiki/Female,,8,0,8,7e-06,31
en.wikipedia.org/wiki/Male,,8,0,8,7e-06,31
en.wikipedia.org/wiki/Cricket_field,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Rapid_Transit,,3,0,3,6e-06,31
en.wikipedia.org/wiki/File:UPMRC.svg,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Domestic_Airport,,2,0,2,6e-06,31
kanpurnagar.nic.in/,,3,0,3,6e-06,31
upload.wikimedia.org/wikipedia/commons/transcoded/d/d7/Kanpur.ogg/Kanpur.ogg.mp3,,2,0,2,6e-06,31
en.wikipedia.org/wiki/File:Kanpur.ogg,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Western_world,,4,0,4,6e-06,31
en.wikipedia.org/wiki/Garrison,,4,0,4,6e-06,31
"en.wikipedia.org/wiki/Z_Square_Mall,_Kanpur",,3,0,3,6e-06,31
en.wikipedia.org/wiki/List_of_most_populous_metropolitan_areas_in_India,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=1,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Sachendi,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Karna,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Kalpi,,8,0,8,7e-06,31
en.wikipedia.org/wiki/Mihir_Bhoja,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Shuja-ud-Daula,,4,0,4,6e-06,31
en.wikipedia.org/wiki/Nawab_of_Awadh,,9,0,9,7e-06,31
en.wikipedia.org/wiki/Oudh_State,,7,0,7,7e-06,31
en.wikipedia.org/wiki/Saadat_Ali_Khan_II,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Indigo_dye,,2,0,2,6e-06,31
"en.wikipedia.org/wiki/Sir_Alexander_MacRobert,_1st_Baronet",,2,0,2,6e-06,31
en.wikipedia.org/wiki/Façade,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Palace_of_Westminster,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Big_Ben,,2,0,2,6e-06,31
en.wikipedia.org/wiki/McRobertganj,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=2,,2,0,2,6e-06,31
en.wikipedia.org/wiki/File:Kanpur_from_the_river.jpg,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Nana_Saheb_Peshwa_II,,5,0,5,7e-06,31
en.wikipedia.org/wiki/James_George_Smith_Neill,,4,0,4,6e-06,31
en.wikipedia.org/wiki/Cawnpore_Massacre,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=3,,2,0,2,6e-06,31
en.wikipedia.org/wiki/File:Ganga_Barrage_Kanpur.jpg,,2,0,2,6e-06,31
geohack.toolforge.org/geohack.php?pagename=Kanpur&params=26.449923_N_80.331874_E_,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Sati_Chaura_Ghat,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=4,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Climate_of_Uttar_Pradesh,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Humid_subtropical_climate,,5,0,5,6e-06,31
en.wikipedia.org/wiki/Semi-arid_climate,,4,0,4,6e-06,31
en.wikipedia.org/wiki/Köppen_climate_classification,,6,0,6,6e-06,31
en.wikipedia.org/wiki/Relative_humidity,,6,0,6,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=5,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Islam_in_Uttar_Pradesh,,12,0,12,7e-06,31
en.wikipedia.org/wiki/Ethnic_communities_in_Kanpur,,2,0,2,6e-06,31
en.wikipedia.org/wiki/List_of_people_from_Kanpur,,3,0,3,7e-06,31
en.wikipedia.org/wiki/Fire_temple,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Muslims,,7,0,7,7e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=6,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Divisional_Commissioner,,5,0,5,7e-06,31
en.wikipedia.org/wiki/District_Magistrate,,5,0,5,7e-06,31
en.wikipedia.org/wiki/Inspector-general_of_police,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Mayor,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Pramila_Pandey,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=7,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=8,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=9,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Divisional_commissioner_(India),,2,0,2,6e-06,31
en.wikipedia.org/wiki/District_collector_(India),,2,0,2,6e-06,31
en.wikipedia.org/wiki/District_collector,,6,0,6,7e-06,31
en.wikipedia.org/wiki/Sub-Divisional_Magistrate,,4,0,4,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=10,,2,0,2,6e-06,31
en.wikipedia.org/wiki/File:Kanpur_Boat_Club_2.jpg,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Kannur_Municipality,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Municipal_Commissioner_(India),,3,0,3,6e-06,31
en.wikipedia.org/wiki/Health,,3,0,3,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=11,,2,0,2,6e-06,31
"en.wikipedia.org/wiki/Code_of_Criminal_Procedure,_1973",,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=12,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Kanpur_Police,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Provincial_Police_Service_(Uttar_Pradesh),,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=13,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=14,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Ward_(electoral_subdivision),,2,0,2,6e-06,31
en.wikipedia.org/wiki/Councillor,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Jagatvir_Singh_Drona,,3,0,3,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=15,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Template:Harvard_citation_documentation,,2,0,2,6e-06,31
"en.wikipedia.org/wiki/Member_of_parliament,_Lok_Sabha",,3,0,3,6e-06,31
en.wikipedia.org/wiki/Satyadev_Pachauri,,4,0,4,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=16,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Kanpur_Electricity_Supply_Company,,4,0,4,7e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=17,,2,0,2,6e-06,31
en.wikipedia.org/wiki/File:Kanpur_Central_Station.jpg,,2,0,2,6e-06,31
en.wikipedia.org/wiki/File:Kanpur_Airport_2.jpg,,4,0,4,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=18,,2,0,2,6e-06,31
en.wikipedia.org/wiki/File:Kanpur_Airport_3.jpg,,4,0,4,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=19,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Allahabad_railway_division,,3,0,3,6e-06,31
en.wikipedia.org/wiki/North_Central_Railway_zone,,14,0,14,7e-06,31
en.wikipedia.org/wiki/North_Central_Railway,,9,0,9,7e-06,31
en.wikipedia.org/wiki/North_Eastern_Railway_Zone,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Mandhana_Junction_railway_station,,10,0,10,7e-06,31
en.wikipedia.org/wiki/Brahmavart_railway_station,,8,0,8,7e-06,31
en.wikipedia.org/wiki/Panki_Dham_railway_station,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Kanpur_Bridge_Left_Bank_railway_station,,10,0,10,7e-06,31
en.wikipedia.org/wiki/Northern_Railway_zone,,12,0,12,7e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=20,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Mohania,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Aurangabad,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Palsit,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Asansol,,8,0,8,7e-06,31
en.wikipedia.org/wiki/Porbandar,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Shivpuri,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Alipurduar,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Gangotri_Dham,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Bijnore,,2,0,2,6e-06,31
"en.wikipedia.org/wiki/Hamirpur,_Uttar_Pradesh",,2,0,2,6e-06,31
en.wikipedia.org/wiki/Mahoba,,4,0,4,6e-06,31
en.wikipedia.org/wiki/Chhatarpur,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Lakhnadon,,2,0,2,6e-06,31
"en.wikipedia.org/wiki/Sultanpur,_Uttar_Pradesh",,3,0,3,6e-06,31
en.wikipedia.org/wiki/Shahganj,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Azamgarh,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Gaura_Barhaj,,2,0,2,6e-06,31
"en.wikipedia.org/wiki/Siwan,_Bihar",,3,0,3,6e-06,31
en.wikipedia.org/wiki/Awadh_Expressway,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Mainpuri,,9,0,9,7e-06,31
en.wikipedia.org/wiki/Bulandshahr,,6,0,6,7e-06,31
en.wikipedia.org/wiki/Hapur,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Ganga_Expressway,,4,0,4,6e-06,31
en.wikipedia.org/wiki/Ballia,,4,0,4,6e-06,31
"en.wikipedia.org/wiki/Outer_Ring_Road,_Kanpur",,2,0,2,6e-06,31
en.wikipedia.org/wiki/Uttar_Pradesh_State_Road_Transport_Corporation,,11,0,11,7e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=21,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=22,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=23,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Axis_Institute_of_Technology_And_Management&action=edit&redlink=1,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=24,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=25,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Lala_Kamlapat_Singhania,,3,0,3,7e-06,31
en.wikipedia.org/wiki/Padampat_Singhania,,3,0,3,7e-06,31
en.wikipedia.org/wiki/Giriraj_Kishore_(writer),,2,0,2,6e-06,31
en.wikipedia.org/wiki/Irshad_Mirza,,3,0,3,7e-06,31
en.wikipedia.org/wiki/Gaurav_Khanna,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Rajeev_Shukla,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Kamal_Nath,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Tanmay_Srivastava,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=26,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Akbarpur_Lok_Sabha_constituency,,15,0,15,7e-06,31
en.wikipedia.org/wiki/List_of_cities_in_Uttar_Pradesh,,4,0,4,6e-06,31
en.wikipedia.org/wiki/List_of_renamed_Indian_public_places,,2,0,2,6e-06,31
en.wikipedia.org/wiki/List_of_twin_towns_and_sister_cities_in_India,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Largest_Indian_cities_by_GDP,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Kanpur&action=edit&section=27,,2,0,2,6e-06,31
iloveindia.com/travel/kanpur/index.html,,2,0,2,6e-06,31
web.archive.org/web/20121122112235/http://www.iloveindia.com/travel/kanpur/index.html,,2,0,2,6e-06,31
facts-about-india.com/nick-name-indian-places.php,,2,0,2,6e-06,31
web.archive.org/web/20120221230304/http://www.facts-about-india.com/nick-name-indian-places.php,,2,0,2,6e-06,31
census2011.co.in/census/city/131-kanpur.html,,2,0,2,6e-06,31
web.archive.org/web/20170525141614/http://nclm.nic.in/shared/linkimages/NCLM52ndReport.pdf,,5,0,5,7e-06,31
nclm.nic.in/shared/linkimages/NCLM52ndReport.pdf,,6,0,6,7e-06,31
updes.up.nic.in/updes/data/sdiaryenglish/files/diary%20eng%202021_merged.pdf,,3,0,3,6e-06,31
updes.up.nic.in/esd/Book/DDP2020-21(T)MARCH22%20%20new%20web.pdf,,3,0,3,6e-06,31
ssca.org.in/media/4_2016_HDI_t1hcMZm.pdf,,2,0,2,6e-06,31
search.worldcat.org/issn/2454-7395,,2,0,2,6e-06,31
web.archive.org/web/20180619103221/http://www.ssca.org.in/media/4_2016_HDI_t1hcMZm.pdf,,2,0,2,6e-06,31
ethnologue.com/language/awa,,2,0,2,6e-06,31
kanpurdehat.nic.in/about-district/,,2,0,2,6e-06,31
web.archive.org/web/20200718042102/http://www.klpl.in/aboutus.html,,2,0,2,6e-06,31
klpl.in/aboutus.html,,2,0,2,6e-06,31
ramblinginthecity.com/tag/kanpur/,,2,0,2,6e-06,31
transindiatravels.com/uttar-pradesh/kanpur/tourist-places-to-visit-in-kanpur/,,2,0,2,6e-06,31
journeymart.com/de/india/uttar-pradesh/kanpur-history.aspx,,2,0,2,6e-06,31
dspace.wbpublibnet.gov.in:8080/jspui/bitstream/10689/26681/8/Chapter%207_479-525p.pdf,,2,0,2,6e-06,31
kanpurnagar.nic.in/history/,,2,0,2,6e-06,31
archive.org/details/historicinciden00braigoog,,3,0,3,6e-06,31
archive.org/details/historicinciden00braigoog/page/n328,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/978-1-135-72312-5,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/978-81-230-0093-0,,2,0,2,6e-06,31
en.wikipedia.org/wiki/William_Dalrymple_(historian),,3,0,3,6e-06,31
fallingrain.com/world/IN/09/Kanpur.html,,2,0,2,6e-06,31
imdpune.gov.in/library/public/Climatological%20Tables%201991-2020.pdf,,3,0,3,6e-06,31
