Id,Label,indegree,outdegree,Degree,pageranks,modularity_class
timesofindia.indiatimes.com/topic/Lucknow-New-Delhi-Shatabdi-Express,,1,0,1,6e-06,31
web.archive.org/web/20111014170737/http://dipp.nic.in/English/Investor/Investers_Gudlines/roads.pdf,,1,0,1,6e-06,31
dipp.nic.in/English/Investor/Investers_Gudlines/roads.pdf,,1,0,1,6e-06,31
morth.nic.in/sites/default/files/Basic%20Road%20Statistics%20in%20India-2018-19.pdf,,1,0,1,6e-06,31
ibef.org/download/uttar_pradesh_190111.pdf,,1,0,1,6e-06,31
web.archive.org/web/20120907052302/http://www.ibef.org/download/uttar_pradesh_190111.pdf,,1,0,1,6e-06,31
web.archive.org/web/20160712131932/http://www.upeida.in/project_8.htm,,1,0,1,6e-06,31
upeida.in/project_8.htm,,1,0,1,6e-06,31
planningcommission.nic.in/plans/stateplan/upsdr/vol-2/Chap_b8.pdf,,1,0,1,6e-06,31
web.archive.org/web/20120629091735/http://www.aai.aero/allAirports/varanasi_generalinfo.jsp,,1,0,1,6e-06,31
aai.aero/allAirports/varanasi_generalinfo.jsp,,1,0,1,6e-06,31
dfccil.com/Home/DynemicPages?MenuId=76,,1,0,1,6e-06,31
web.archive.org/web/20200701102211/https://dfccil.com/Home/DynemicPages?MenuId=76,,1,0,1,6e-06,31
hindustantimes.com/india-news/lucknow/up-to-seek-dgca-nod-for-taj-airport/article1-1080013.aspx,,1,0,1,6e-06,31
web.archive.org/web/20140608140626/http://paper.hindustantimes.com/epaper/viewer.aspx,,1,0,1,6e-06,31
paper.hindustantimes.com/epaper/viewer.aspx,,1,0,1,6e-06,31
books.google.com/books?id=9p1cojMJUtkC&pg=PA244,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/978-0761932697,,1,0,1,6e-06,31
web.archive.org/web/20130604230402/http://books.google.com/books?id=9p1cojMJUtkC&pg=PA244,,1,0,1,6e-06,31
indianexpress.com/news/hapless-victim-of-a-tv-sting-this-hockey-player-is-now-a-rising-star/938634/,,1,0,1,6e-06,31
jagranjosh.com/general-knowledge/uttar-pradesh-sports-1371707833-1,,1,0,1,6e-06,31
rediff.com/cricket/report/ranji-up/20060202.htm,,1,0,1,6e-06,31
web.archive.org/web/20121019103708/http://www.rediff.com/cricket/report/ranji-up/20060202.htm,,1,0,1,6e-06,31
zeenews.india.com/sports/cricket/up-to-get-one-more-cricket-stadium-by-2011_25512.html,,1,0,1,6e-06,31
uttarpradeshfootballsangh.com/kanpur-football-association/,,1,0,1,6e-06,31
uttarpradeshfootballsangh.com/about-us/,,1,0,1,6e-06,31
ibnlive.in.com/news/buddh-circuit-wins-global-award/203294-5-24.html,,1,0,1,6e-06,31
bbc.co.uk/news/business-24659690,,1,0,1,6e-06,31
web.archive.org/web/20131027223718/http://www.bbc.co.uk/news/business-24659690,,1,0,1,6e-06,31
archive.today/20130103081247/http://articles.timesofindia.indiatimes.com/keyword/madrassas,,1,0,1,6e-06,31
articles.timesofindia.indiatimes.com/keyword/madrassas,,1,0,1,6e-06,31
web.archive.org/web/20030421195013/http://upeducation.net/,,1,0,1,6e-06,31
web.archive.org/web/20110403071219/http://www.upeducation.net/facts/,,1,0,1,6e-06,31
nber.org/system/files/working_papers/w20299/w20299.pdf,,1,0,1,6e-06,31
educationinfoindia.com/Universities/U-up.htm,,1,0,1,6e-06,31
web.archive.org/web/20170411015723/http://www.educationinfoindia.com/Universities/U-up.htm,,1,0,1,6e-06,31
web.archive.org/web/20120621081900/http://www.upeducation.net/universities/,,1,0,1,6e-06,31
web.archive.org/web/20120413144029/http://www.iiml.ac.in/,,1,0,1,6e-06,31
rediff.com/getahead/report/career-indias-best-schools-of-2014/20140922.htm,,1,0,1,6e-06,31
web.archive.org/web/20120107225558/http://www.upeducation.net/universities/Integral_University/,,1,0,1,6e-06,31
rrrlf.nic.in/Docs/pdf/PUBLIC_LIBRARY_DATA.pdf,,1,0,1,6e-06,31
library.up.gov.in/Pages/public_library_network/en,,1,0,1,6e-06,31
library.up.gov.in/home/toplibrary/en,,1,0,1,6e-06,31
jagranjosh.com/general-knowledge/list-of-famous-freedom-fighters-from-uttar-pradesh-1536056996-1,,1,0,1,6e-06,31
books.google.com/books?id=_ce8FpJzR-4C&pg=PA46,,1,0,1,6e-06,31
web.archive.org/web/20130528155016/http://books.google.com/books?id=_ce8FpJzR-4C&pg=PA46,,1,0,1,6e-06,31
asci.org.in/journal/Vol.40(2010-11)/40_1_Masood%20H%20Siddiqui.pdf,,1,0,1,6e-06,31
ibef.org/states/uttar-pradesh,,1,0,1,6e-06,31
web.archive.org/web/20230122094328/https://www.ibef.org/states/uttar-pradesh,,1,0,1,6e-06,31
web.archive.org/web/20160827000214/https://whc.unesco.org/en/list/252,,1,0,1,6e-06,31
whc.unesco.org/en/list/251,,1,0,1,6e-06,31
web.archive.org/web/20100717221242/https://whc.unesco.org/en/list/251/,,1,0,1,6e-06,31
whc.unesco.org/en/list/255,,1,0,1,6e-06,31
web.archive.org/web/20110514052508/https://whc.unesco.org/en/list/255,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/9781119473169,,1,0,1,6e-06,31
search.worldcat.org/oclc/1066742384,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Diana_Eck,,2,0,2,6e-06,31
books.google.com/books?id=r10f4uwzcosC,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/9780521466257,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/978-0190123987,,1,0,1,6e-06,31
archive.org/details/indiathroughages00mada/page/176,,1,0,1,6e-06,31
pib.gov.in/PressReleseDetailm.aspx?PRID=1653937,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/978-3-447-05723-3,,1,0,1,6e-06,31
ayodhya.nic.in/,,1,0,1,6e-06,31
web.archive.org/web/20201108190706/https://ayodhya.nic.in/,,1,0,1,6e-06,31
ayodhya.nic.in/about-district/,,1,0,1,6e-06,31
web.archive.org/web/20191109061219/https://ayodhya.nic.in/about-district/,,1,0,1,6e-06,31
books.google.com/books?id=MALacgnsroMC,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/978-0195338942,,2,0,2,6e-06,31
web.archive.org/web/20130527022328/http://books.google.com/books?id=MALacgnsroMC,,1,0,1,6e-06,31
web.archive.org/web/20120508235741/http://varanasi.nic.in/tourist/tourist7.html,,1,0,1,6e-06,31
varanasi.nic.in/tourist/tourist7.html,,1,0,1,6e-06,31
books.google.com/books?id=E9YfW2709psC&pg=RA2-PA93,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/978-0070706453,,1,0,1,6e-06,31
web.archive.org/web/20130528151112/http://books.google.com/books?id=E9YfW2709psC&pg=RA2-PA93,,1,0,1,6e-06,31
jhansi.nic.in/forts/,,1,0,1,6e-06,31
web.archive.org/web/20230323181613/https://jhansi.nic.in/forts/,,1,0,1,6e-06,31
asi.nic.in/jhansi-fort/,,1,0,1,6e-06,31
web.archive.org/web/20231205043357/https://asi.nic.in/jhansi-fort/,,1,0,1,6e-06,31
doi.org/10.4103%2F0019-557X.138624,,1,0,1,6e-06,31
search.worldcat.org/issn/0019-557X,,1,0,1,6e-06,31
pubmed.ncbi.nlm.nih.gov/25116823,,1,0,1,6e-06,31
censusindia.gov.in/vital_statistics/AHSBulletins/AHS_Factsheets_2012-13/FACTSHEET-UTTAR_PRADESH.pdf,,1,0,1,6e-06,31
sansad.in/getFile/loksabhaquestions/annex/171/AU3334.pdf?source=pqals,,1,0,1,6e-06,31
sansad.in/getFile/loksabhaquestions/annex/171/AU3295.pdf?source=pqals,,1,0,1,6e-06,31
sansad.in/getFile/annex/262/AU263.pdf?source=pqars,,1,0,1,6e-06,31
main.mohfw.gov.in/sites/default/files/03Chapter.pdf,,1,0,1,6e-06,31
niti.gov.in/content/maternal-mortality-ratio-mmr-100000-live-births,,1,0,1,6e-06,31
uhrc.in/downloads/Reports/up.pdf,,1,0,1,6e-06,31
web.archive.org/web/20170722150012/http://www.uhrc.in/downloads/Reports/up.pdf,,1,0,1,6e-06,31
wcd.nic.in/sites/default/files/RHS_1.pdf,,1,0,1,6e-06,31
web.archive.org/web/20170829050157/http://wcd.nic.in/sites/default/files/RHS_1.pdf,,1,0,1,6e-06,31
books.google.com/books?id=AIU4LzftaPAC&pg=PA167,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/978-8175974340,,1,0,1,6e-06,31
web.archive.org/web/20090619093010/http://www.uplegassembly.nic.in/UPLL.HTML,,1,0,1,6e-06,31
uplegassembly.nic.in/UPLL.HTML,,1,0,1,6e-06,31
web.archive.org/web/20190707095531/http://www.lawsofindia.org/pdf/uttar_pradesh/1989/1989UP28.pdf,,1,0,1,6e-06,31
ethnologue.com/show_language.asp?code=bfy,,1,0,1,6e-06,31
web.archive.org/web/20090416015135/http://www.ethnologue.com/show_language.asp?code=bfy,,1,0,1,6e-06,31
books.google.com/books?id=sl_dDVctycgC&dq=Bhojpuri+eastern+indo+aryan+language&pg=PA481,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/978-0-19-513977-8,,1,0,1,6e-06,31
jagranjosh.com/general-knowledge/list-of-folk-music-of-uttar-pradesh-1531391804-1,,1,0,1,6e-06,31
books.google.com/books?id=nC83DAAAQBAJ&pg=PA100,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:BookSources/978-1-317-11737-7,,1,0,1,6e-06,31
doi.org/10.2307%2F1145152,,1,0,1,6e-06,31
jstor.org/stable/1145152,,1,0,1,6e-06,31
jagranjosh.com/general-knowledge/lists-of-states-and-folk-dances-of-india-1466770456-1,,1,0,1,6e-06,31
thestatesman.com/travel/kathak-cultural-gem-uttar-pradesh-1503037669.html,,1,0,1,6e-06,31
web.archive.org/web/20200126222148/http://charkula.com/dance_charkula.asp,,1,0,1,6e-06,31
charkula.com/dance_charkula.asp,,1,0,1,6e-06,31
doi.org/10.2307%2F3591863,,1,0,1,6e-06,31
jstor.org/stable/3591863,,1,0,1,6e-06,31
api.semanticscholar.org/CorpusID:162404242,,1,0,1,6e-06,31
indiatoday.intoday.in/story/why-is-lathmar-holi-celebrated-in-barsana-and-nandgaon/1/624875.html,,1,0,1,6e-06,31
hindustantimes.com/entertainment/the-braj-holi-legend-in-real-life/story-KolfzC30FW5KEZtKs5v9gN.html,,1,0,1,6e-06,31
web.archive.org/web/20120629052417/http://www.up-tourism.com/destination/varanasi/fair_festival.htm,,1,0,1,6e-06,31
up-tourism.com/destination/varanasi/fair_festival.htm,,1,0,1,6e-06,31
uptourism.gov.in/en,,1,0,1,6e-06,31
web.archive.org/web/20230127065629/https://uptourism.gov.in/en,,1,0,1,6e-06,31
e-district.info/,,1,0,1,6e-06,31
ucblibraries.summon.serialssolutions.com/#!/search?ho=t&l=en&q=Uttar%20Pradesh,,1,0,1,6e-06,31
britannica.com/EBchecked/topic/620898,,1,0,1,6e-06,31
commons.wikimedia.org/wiki/Atlas_of_Uttar_Pradesh,,1,0,1,6e-06,31
openstreetmap.org/relation/1942587,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Gandaki_Province,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Template:Uttar_Pradesh_topics,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Template_talk:Uttar_Pradesh_topics,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:EditPage/Template:Uttar_Pradesh_topics,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Sunga_Empire,,1,0,1,6e-06,31
en.wikipedia.org/wiki/File:Uttar_Pradesh_locator_map.svg,,1,0,1,6e-06,31
en.wikipedia.org/wiki/File:Taj_Mahal_in_March_2004.jpg,,2,0,2,6e-06,31
en.wikipedia.org/wiki/File:CharBagh_Lucknow.jpg,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Chandra_Prabha_Sanctuary,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Dudhwa_Tiger_Reserve,,5,0,5,7e-06,31
en.wikipedia.org/wiki/Hastinapur_Sanctuary,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Kachhua_Sanctuary,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Kaimoor_Sanctuary,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Katarniaghat_Wildlife_Sanctuary,,4,0,4,7e-06,31
en.wikipedia.org/wiki/Kishanpur_Wildlife_Sanctuary,,4,0,4,7e-06,31
en.wikipedia.org/wiki/Mahavir_Swami_Sanctuary,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Patna_Bird_Sanctuary,,5,0,5,7e-06,31
en.wikipedia.org/wiki/Saman_Sanctuary,,3,0,3,7e-06,31
en.wikipedia.org/wiki/Samaspur_Sanctuary,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Sandi_Bird_Sanctuary,,6,0,6,7e-06,31
en.wikipedia.org/wiki/Sohagi_Barwa_Wildlife_Sanctuary,,4,0,4,7e-06,31
en.wikipedia.org/wiki/Suhelva_Sanctuary,,4,0,4,7e-06,31
en.wikipedia.org/wiki/Vijai_Sagar_Sanctuary,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Uttar_Pradesh_Vidhan_Parishad,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Bhojpuri_literature,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Uttar_Pradesh_cricket_team,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Template:Protected_areas_in_Uttar_Pradesh,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Template_talk:Protected_areas_in_Uttar_Pradesh,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Special:EditPage/Template:Protected_areas_in_Uttar_Pradesh,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Mahavir_Swami_Wildlife_Sanctuary,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Parvati_Arga_Bird_Sanctuary,,4,0,4,7e-06,31
en.wikipedia.org/wiki/Ranipur_Wildlife_Sanctuary,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Saman_Bird_Sanctuary,,5,0,5,7e-06,31
en.wikipedia.org/wiki/Samaspur_Bird_Sanctuary,,6,0,6,7e-06,31
en.wikipedia.org/wiki/Sur_Sarovar_Sanctuary,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Surha_Tal,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Vijai_Sagar_Wildlife_Sanctuary,,3,0,3,6e-06,31
en.wiktionary.org/wiki/Special:Search/Uttar_Pradesh,,1,0,1,6e-06,31
commons.wikimedia.org/wiki/Category:Uttar_Pradesh,,1,0,1,6e-06,31
en.wikisource.org/wiki/Special:Search/Uttar_Pradesh,,1,0,1,6e-06,31
en.wikibooks.org/wiki/Special:Search/Uttar_Pradesh,,1,0,1,6e-06,31
en.wikiversity.org/wiki/Special:Search/Uttar_Pradesh,,1,0,1,6e-06,31
viaf.org/viaf/237706282,,1,0,1,6e-06,31
d-nb.info/gnd/4062226-5,,1,0,1,6e-06,31
id.loc.gov/authorities/n80125998,,1,0,1,6e-06,31
catalogue.bnf.fr/ark:/12148/cb119463735,,1,0,1,6e-06,31
data.bnf.fr/ark:/12148/cb119463735,,1,0,1,6e-06,31
aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=xx0084211&CON_LNG=ENG,,1,0,1,6e-06,31
nli.org.il/en/authorities/987007559777705171,,1,0,1,6e-06,31
musicbrainz.org/area/842ce4dd-4e61-420d-aabf-f3005487ce60,,1,0,1,6e-06,31
trove.nla.gov.au/people/1289683,,1,0,1,6e-06,31
lux.collections.yale.edu/view/place/ff2ae00f-5a8e-4f32-af81-1ad0a6023844,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Category:Countries_and_territories_where_Urdu_is_an_official_language,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Category:States_and_territories_established_in_1950,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Category:States_and_union_territories_of_India,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Category:Articles_containing_potentially_dated_statements_from_2019,,4,0,4,6e-06,31
en.wikipedia.org/wiki/Category:Articles_containing_potentially_dated_statements_from_December_2023,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Category:Articles_with_Encyclopædia_Britannica_links,,1,0,1,6e-06,31
en.m.wikipedia.org/w/index.php?title=Uttar_Pradesh&mobileaction=toggle_view_mobile,,1,0,1,6e-06,31
upload.wikimedia.org/wikipedia/commons/thumb/9/91/IN-UP.svg/330px-IN-UP.svg.png,,1,0,1,6e-06,31
upload.wikimedia.org/wikipedia/commons/thumb/b/b1/SH_IN-UP.png/120px-SH_IN-UP.png,,1,0,1,6e-06,31
upload.wikimedia.org/wikipedia/commons/thumb/8/83/The_barasingha.jpg/60px-The_barasingha.jpg,,1,0,1,6e-06,31
upload.wikimedia.org/wikipedia/commons/thumb/7/78/Field_hockey.jpg/60px-Field_hockey.jpg,,1,0,1,6e-06,31
upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Anandabodhi.jpg/250px-Anandabodhi.jpg,,1,0,1,6e-06,31
upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Tropaeolum_majus.jpg/250px-Tropaeolum_majus.jpg,,1,0,1,6e-06,31
upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Ganges_calling.jpg/250px-Ganges_calling.jpg,,1,0,1,6e-06,31
upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Force_india_Buddh.jpg/250px-Force_india_Buddh.jpg,,1,0,1,6e-06,31
upload.wikimedia.org/wikipedia/commons/thumb/c/c4/District_Hospital.jpg/250px-District_Hospital.jpg,,1,0,1,6e-06,31
upload.wikimedia.org/wikipedia/commons/thumb/8/81/Kurukshetra.jpg/250px-Kurukshetra.jpg,,1,0,1,6e-06,31
upload.wikimedia.org/wikipedia/commons/thumb/4/49/Vegetarian_Curry.jpeg/250px-Vegetarian_Curry.jpeg,,1,0,1,6e-06,31
upload.wikimedia.org/wikipedia/commons/thumb/5/5d/CharBagh_Lucknow.jpg/120px-CharBagh_Lucknow.jpg,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Financial_Times,,4,0,4,6e-06,31
en.wikipedia.org/wiki/Category:Articles_with_dead_external_links_from_December_2024,,6,0,6,7e-06,31
en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Template+talk%3AKanpur,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Template+talk%3AKanpur,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template_talk:Kanpur&action=edit,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template_talk:Kanpur&action=edit&section=new,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template_talk:Kanpur&action=history,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Template_talk:Kanpur,,1,0,1,7e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Template_talk:Kanpur,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template_talk:Kanpur&oldid=1232504279,,1,0,1,7e-06,31
en.wikipedia.org/w/index.php?title=Template_talk:Kanpur&action=info,,1,0,1,7e-06,31
en.wikipedia.org/wiki/File:Symbol_template_class_pink.svg,,4,0,4,7e-06,31
en.wikipedia.org/wiki/Category:Template-Class_India_pages,,3,0,3,7e-06,31
en.wikipedia.org/wiki/Category:NA-importance_India_pages,,3,0,3,7e-06,31
en.wikipedia.org/wiki/Category:WikiProject_India_articles,,4,0,4,7e-06,31
en.m.wikipedia.org/w/index.php?title=Template_talk:Kanpur&mobileaction=toggle_view_mobile,,1,0,1,7e-06,31
upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/120px-Flag_of_India.svg.png,,5,0,5,7e-06,31
en.wikipedia.org/wiki/Mysore,,6,0,6,7e-06,31
en.wikipedia.org/wiki/Navi_Mumbai,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Category:Use_dmy_dates_from_December_2018,,8,0,8,7e-06,31
en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Template%3AKanpur,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Template%3AKanpur,,1,0,1,6e-06,31
ml.wikipedia.org/wiki/ഫലകം:Kanpur,,1,0,1,6e-06,31
wikidata.org/wiki/Special:EntityPage/Q22717769,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Template:Kanpur&action=edit,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Template:Kanpur&action=history,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Template:Kanpur,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Template:Kanpur,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Template:Kanpur&oldid=1304505967,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Template:Kanpur&action=info,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Template:Navbox_documentation,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Special:EditPage/Template:Navbox_documentation,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Special:PageHistory/Template:Navbox_documentation,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Special:Purge/Template:Kanpur,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Template:Navbox_visibility,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Template:Navbox,,2,0,2,7e-06,31
en.wikipedia.org/wiki/Template:Sidebar,,2,0,2,7e-06,31
en.m.wikipedia.org/,,2,0,2,7e-06,31
phabricator.wikimedia.org/T124168,,2,0,2,7e-06,31
en.wikipedia.org/w/index.php?title=Template:Navbox_documentation&action=edit&templatedata=edit,,2,0,2,7e-06,31
templatetransclusioncheck.toolforge.org/?lang=en&name=Template:Kanpur,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:PrefixIndex/Template:Kanpur/,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Category:Uttar_Pradesh_templates,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Category:India_city_and_town_templates,,1,0,1,6e-06,31
en.m.wikipedia.org/w/index.php?title=Template:Kanpur&mobileaction=toggle_view_mobile,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Category:Articles_needing_additional_references_from_December_2020,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Diabetes,,3,0,3,6e-06,31
en.wikipedia.org/wiki/Vivek_Express,,2,0,2,6e-06,31
en.wikipedia.org/w/index.php?title=Special:CreateAccount&returnto=Siege+of+Cawnpore,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Special:UserLogin&returnto=Siege+of+Cawnpore,,1,0,1,6e-06,31
de.wikipedia.org/wiki/Belagerung_von_Kanpur,,1,0,1,6e-06,31
gu.wikipedia.org/wiki/કાનપુરનો_ઘેરો,,1,0,1,6e-06,31
he.wikipedia.org/wiki/המצור_על_קאנפור,,1,0,1,6e-06,31
ml.wikipedia.org/wiki/കാൺപൂർ_ഉപരോധം_1857,,1,0,1,6e-06,31
pnb.wikipedia.org/wiki/کان_پون_دا_گھیراو,,1,0,1,6e-06,31
ru.wikipedia.org/wiki/Осада_Канпура,,1,0,1,6e-06,31
sr.wikipedia.org/wiki/Опсада_Канпура,,1,0,1,6e-06,31
fi.wikipedia.org/wiki/Cawnporen_piiritys,,1,0,1,6e-06,31
sv.wikipedia.org/wiki/Belägringen_av_Cawnpore,,1,0,1,6e-06,31
ur.wikipedia.org/wiki/کانپور_کا_محاصرہ,,1,0,1,6e-06,31
wikidata.org/wiki/Special:EntityPage/Q627881,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Talk:Siege_of_Cawnpore,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&action=edit,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&action=history,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:WhatLinksHere/Siege_of_Cawnpore,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Special:RecentChangesLinked/Siege_of_Cawnpore,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&oldid=1309823237,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&action=info,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&printable=yes,,1,0,1,6e-06,31
commons.wikimedia.org/wiki/Category:Siege_of_Cawnpore,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Tantya_Tope,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Battle_cry,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&action=edit&section=1,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Sind_Division,,1,0,1,6e-06,31
en.wikipedia.org/wiki/84th_(York_and_Lancaster)_Regiment_of_Foot,,1,0,1,6e-06,31
en.wikipedia.org/wiki/32nd_Regiment_of_Foot,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Magazine_(artillery),,1,0,1,6e-06,31
en.wikipedia.org/wiki/Barracks,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Dragoon,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&action=edit&section=2,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Fatehgarh,,9,0,9,7e-06,31
en.wikipedia.org/wiki/Magistrate,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&action=edit&section=3,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Fortification,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Risaldar-Major,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Crossfire,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&action=edit&section=4,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Maratha_Confederacy,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Dewan,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&action=edit&section=5,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Sunstroke,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Dysentery,,2,0,2,6e-06,31
en.wikipedia.org/wiki/Smallpox,,1,0,1,6e-06,31
en.wikipedia.org/wiki/File:Savada_Kothi_Kanpur.jpg,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Embrasure,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Sortie,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Round_shot,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Canister_shot,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&action=edit&section=6,,1,0,1,6e-06,31
en.wikipedia.org/wiki/File:India;_(1909)_(14753085992).jpg,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Sniper,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Bombardment,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Volley_fire_(infantry_tactic),,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&action=edit&section=7,,1,0,1,6e-06,31
en.wikipedia.org/w/index.php?title=Siege_of_Cawnpore&action=edit&section=8,,1,0,1,6e-06,31
en.wikipedia.org/wiki/File:Massacre_Ghat_Kanpur.jpg,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Palanquin,,1,0,1,6e-06,31
en.wikipedia.org/wiki/Satichaura_Ghat,,2,0,2,6e-06,31
